Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37
49707;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49708;Молоко 50г;Чай Китайський порох;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49709;Молоко 50г;Сік вишня 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49716;Молоко 50г;Моршинська б/газ. 500мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49718;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49719;Молоко 50г;Сік томат 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49720;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49721;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49748;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49724;Молоко 50г;Смузі цитрус;Авокадо тост з лососем та скрембл;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49726;Молоко 50г;Сік ананас 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49729;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49730;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49731;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49733;Молоко 50г;Чай малиновий;Авокадо тост з лососем та скрембл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49826;Молоко 50г;Сироп 1л;Сік апельсин 200мл;Чай малиновий;Набір Філадельфія XL;Борщ червоний;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49873;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49876;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49878;Молоко 50г;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49879;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49881;Молоко 50г;Чай Імбирний;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49882;Молоко 50г;Омлет з лососем та шпинатом;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49883;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49889;Молоко 50г;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49891;Молоко 50г;Сік яблуко 200мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49897;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49898;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49901;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49903;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49906;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49908;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50012;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50013;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50021;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50025;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50026;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50028;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50049;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50031;Молоко 50г;Авокадо тост з лососем та скрембл;Суп тайський з морепродуктами;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50033;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50041;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50194;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50196;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50199;Молоко 50г;Чай Асам;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50202;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50204;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50206;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50207;Молоко 50г;Смузі цитрус;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50210;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50211;Молоко 50г;Моршинська б/газ. 500мл;Сік яблуко 200мл;Тартар з тунця;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50212;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50214;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50217;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50358;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50360;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50361;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50362;Молоко 50г;Фреш апельсин 200мл;Фреш грейпфрут 200мл;Чай Саусеп;Салат Цезар з креветками;Салат Цезар з куркою;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50365;Молоко 50г;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50366;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50372;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50377;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50511;Молоко 50г;Моршинська б/газ. 500мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50517;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50518;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50519;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50520;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50522;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50541;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50543;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50736;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50740;Молоко 50г;Сік томат 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50743;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50746;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50751;Молоко 50г;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50752;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50753;Молоко 50г;Смузі цитрус;Смузі яблуко/лайм;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50756;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50759;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50761;Молоко 50г;Фреш апельсин 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50762;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50764;Молоко 50г;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50765;Молоко 50г;Смузі малина;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50769;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50778;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50781;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50985;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50986;Молоко 50г;Сік зелений виноград 200мл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50987;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50990;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50992;Молоко 50г;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50995;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50997;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50999;Молоко 50г;Сік яблуко 200мл;Авокадо тост з лососем та скрембл;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51000;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51005;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51015;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51016;Молоко 50г;Сік ананас 200мл;Сік грейпфрут 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51017;Молоко 50г;Салат Олів'є з куркою та тобіко;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51018;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51019;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51022;Молоко 50г;Узвар 200мл;Авокадо тост з лососем та скрембл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51023;Молоко 50г;Моршинська б/газ. 500мл;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51024;Молоко 50г;Фреш апельсин 200мл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51025;Молоко 50г;Омлет з печерицями;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51027;Молоко 50г;Узвар 200мл;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51028;Молоко 50г;Чай Асам;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51030;Молоко 50г;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51038;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51150;Молоко 50г;Чай Асам;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51156;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51157;Молоко 50г;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51159;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51166;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51170;Молоко 50г;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51173;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51174;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51308;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51311;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51316;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51325;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51465;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51466;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51471;Молоко 50г;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51475;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51483;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51486;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51487;Молоко 50г;Пепсі-Кола 330мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51489;Молоко 50г;Узвар 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51491;Молоко 50г;Фреш апельсин 200мл;Фреш грейпфрут 200мл;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51492;Молоко 50г;Авокадо тост з лососем та скрембл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51493;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51497;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51498;Молоко 50г;Сік яблуко 200мл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51505;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51630;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51632;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51633;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51635;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51640;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51645;Молоко 50г;Сік апельсин 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51646;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51647;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51648;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51649;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51769;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51771;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51778;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51782;Молоко 50г;Чай Нахабний фрукт;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51787;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51793;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51795;Молоко 50г;Рол Філ. Масаго зі свіжим лососем XL;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51797;Молоко 50г;Узвар 200мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51798;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51800;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51802;Молоко 50г;Омлет з лососем та шпинатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51952;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51955;Молоко 50г;Узвар 200мл;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51960;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51961;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51964;Молоко 50г;Моршинська б/газ. 500мл;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51992;Молоко 50г;Суп місо з лососем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51969;Молоко 50г;Сік вишня 200мл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51970;Молоко 50г;Чай Асам;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;Курячий бульйон з профітролями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51973;Молоко 50г;Узвар 200мл;Авокадо тост з лососем та скрембл;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51979;Молоко 50г;Сік апельсин 200мл;Авокадо тост з лососем та скрембл;Омлет з лососем та шпинатом;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51980;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51984;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51986;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51994;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52140;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52143;Молоко 50г;Сік ананас 200мл;Чай Асам;Чай Жасмін;Авокадо тост з лососем та скрембл;Омлет з печерицями;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52145;Молоко 50г;Фреш апельсин 200мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52148;Молоко 50г;Узвар 200мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52151;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52152;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52153;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52156;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52161;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52165;Молоко 50г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52170;Молоко 50г;Сирники з фруктовим салатом;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52171;Молоко 50г;Сік ананас 200мл;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52267;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52268;Молоко 50г;Сік яблуко 200мл;Чай із журавлини;Омлет з печерицями;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52270;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52273;Молоко 50г;Яйце пашот з телячими щічками та голандським соусом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52274;Молоко 50г;Авокадо тост з лососем та скрембл;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52279;Молоко 50г;Смузі малина;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52283;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52285;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52389;Молоко 50г;Омлет з печерицями;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52391;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52396;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52397;Молоко 50г;Сирники з фруктовим салатом;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52399;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52400;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52402;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52403;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52405;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52410;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52411;Молоко 50г;Авокадо тост з лососем та скрембл;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
